,name,zone_id,calorimeter_id
0,C09-01,154,19
1,C09-02-1,155,19
2,C09-04,156,20
3,C09-05,157,20
4,C09-06,158,20
5,C09-07,159,20
6,C09-08,160,20
7,C09-09,161,20
8,C09-10,162,20
9,C09-11,163,20
10,C09-12,164,20
11,C09-13,165,20
12,C09-14,166,20
13,C09-15,167,20
14,C09-15-1,168,20
15,C09-16-1,169,19
16,C09-16-2,170,19
17,C09-16-3,171,19
18,C09-17,172,19
19,C09-18-1,173,19
20,C09-18-2,174,19
21,C09-19-1,175,19
22,C09-19-2,176,19
