segment_id,start_time,end_time,duration
8561,2022-02-16 14:31:06.965534,2022-02-16 14:48:06.969135,0 days 00:17:00.003601
8562,2022-02-16 14:48:06.973212,2022-02-16 15:10:06.831684,0 days 00:21:59.858472
8672,2022-02-16 20:00:07.491523,2022-02-17 05:46:06.914466,0 days 09:45:59.422943
8747,2022-02-17 09:00:07.024203,2022-02-17 09:24:07.580007,0 days 00:24:00.555804
8754,2022-02-17 10:00:07.171647,2022-02-17 10:23:06.982153,0 days 00:22:59.810506
8756,2022-02-17 10:32:06.940824,2022-02-17 11:03:06.749484,0 days 00:30:59.808660
8758,2022-02-17 11:08:07.660916,2022-02-17 11:34:07.484693,0 days 00:25:59.823777
8760,2022-02-17 11:38:07.624334,2022-02-17 12:00:07.311514,0 days 00:21:59.687180
8762,2022-02-17 12:03:07.479027,2022-02-17 12:30:07.670697,0 days 00:27:00.191670
8776,2022-02-17 16:03:07.815810,2022-02-17 17:13:07.367445,0 days 01:09:59.551635
8791,2022-02-17 17:54:06.960984,2022-02-17 18:14:06.525583,0 days 00:19:59.564599
8793,2022-02-17 18:23:06.518141,2022-02-17 18:45:06.128000,0 days 00:21:59.609859
8802,2022-02-17 19:36:07.032586,2022-02-17 19:59:06.403059,0 days 00:22:59.370473
8804,2022-02-17 20:01:06.539125,2022-02-18 05:46:05.812929,0 days 09:44:59.273804
8809,2022-02-18 05:54:06.662195,2022-02-18 06:16:07.492535,0 days 00:22:00.830340
8845,2022-02-18 07:52:07.383213,2022-02-18 08:14:07.625059,0 days 00:22:00.241846
8847,2022-02-18 08:22:06.534473,2022-02-18 11:08:07.127244,0 days 02:46:00.592771
8849,2022-02-18 11:11:06.655273,2022-02-18 15:08:06.779128,0 days 03:57:00.123855
8875,2022-02-18 16:54:06.726275,2022-02-18 17:12:07.231171,0 days 00:18:00.504896
8879,2022-02-18 17:29:07.300402,2022-02-18 18:05:06.679466,0 days 00:35:59.379064
8883,2022-02-18 18:22:07.259607,2022-02-18 18:52:07.451854,0 days 00:30:00.192247
8896,2022-02-18 19:56:07.035704,2022-02-19 05:45:05.830636,0 days 09:48:58.794932
9091,2022-02-19 13:46:06.966761,2022-02-19 16:02:06.934738,0 days 02:15:59.967977
9093,2022-02-19 16:14:07.386868,2022-02-19 16:30:06.838732,0 days 00:15:59.451864
9095,2022-02-19 16:32:07.588086,2022-02-21 05:47:05.948810,1 days 13:14:58.360724
9413,2022-02-21 15:49:06.912883,2022-02-21 16:42:12.784052,0 days 00:53:05.871169
9512,2022-02-21 20:00:06.981617,2022-02-22 05:45:05.794807,0 days 09:44:58.813190
9594,2022-02-22 09:03:07.403124,2022-02-22 10:09:07.498874,0 days 01:06:00.095750
9603,2022-02-22 11:04:07.486629,2022-02-22 11:24:06.781176,0 days 00:19:59.294547
9605,2022-02-22 11:32:07.313584,2022-02-22 11:59:07.190740,0 days 00:26:59.877156
9607,2022-02-22 12:03:07.440812,2022-02-22 12:24:07.562044,0 days 00:21:00.121232
9609,2022-02-22 12:28:07.437420,2022-02-22 13:03:06.810714,0 days 00:34:59.373294
9638,2022-02-22 15:20:06.630933,2022-02-22 15:44:06.813650,0 days 00:24:00.182717
9723,2022-02-22 20:01:07.114404,2022-02-23 05:46:05.553867,0 days 09:44:58.439463
9816,2022-02-23 09:21:08.595351,2022-02-23 09:38:07.491851,0 days 00:16:58.896500
9829,2022-02-23 10:19:07.332858,2022-02-23 10:59:07.533981,0 days 00:40:00.201123
9844,2022-02-23 11:33:07.414362,2022-02-23 11:58:07.191092,0 days 00:24:59.776730
9848,2022-02-23 12:18:06.898827,2022-02-23 12:35:07.030762,0 days 00:17:00.131935
9849,2022-02-23 12:36:06.819614,2022-02-23 13:01:07.664073,0 days 00:25:00.844459
9852,2022-02-23 13:04:06.681484,2022-02-23 13:47:06.847441,0 days 00:43:00.165957
9854,2022-02-23 13:49:07.129877,2022-02-23 14:38:07.443507,0 days 00:49:00.313630
9856,2022-02-23 14:43:07.029920,2022-02-23 15:02:07.294732,0 days 00:19:00.264812
9863,2022-02-23 15:23:06.670932,2022-02-23 16:28:07.416762,0 days 01:05:00.745830
9882,2022-02-23 17:16:07.297804,2022-02-23 18:16:05.471372,0 days 00:59:58.173568
9886,2022-02-23 18:20:06.548576,2022-02-23 18:45:06.869382,0 days 00:25:00.320806
9901,2022-02-23 19:52:07.346265,2022-02-24 05:45:05.934107,0 days 09:52:58.587842
9972,2022-02-24 07:48:06.600572,2022-02-24 08:07:06.651156,0 days 00:19:00.050584
9976,2022-02-24 08:21:07.483812,2022-02-24 09:03:06.947857,0 days 00:41:59.464045
9982,2022-02-24 09:37:06.779990,2022-02-24 10:09:07.128556,0 days 00:32:00.348566
9986,2022-02-24 10:19:06.651688,2022-02-24 10:44:07.399624,0 days 00:25:00.747936
9996,2022-02-24 11:30:06.862012,2022-02-24 15:45:06.294560,0 days 04:14:59.432548
10017,2022-02-24 16:41:07.050948,2022-02-24 17:01:06.751958,0 days 00:19:59.701010
10030,2022-02-24 18:01:05.985945,2022-02-24 18:17:06.130612,0 days 00:16:00.144667
10068,2022-02-24 20:01:07.099344,2022-02-25 05:46:06.852009,0 days 09:44:59.752665
10467,2022-02-25 20:01:06.035468,2022-02-26 05:46:05.558968,0 days 09:44:59.523500
10723,2022-02-26 13:46:07.532489,2022-02-28 05:47:06.253442,1 days 16:00:58.720953
10770,2022-02-28 07:38:06.911472,2022-02-28 07:59:06.573631,0 days 00:20:59.662159
10933,2022-02-28 12:40:06.265453,2022-02-28 13:01:07.154014,0 days 00:21:00.888561
10936,2022-02-28 13:05:06.594681,2022-02-28 13:21:06.587113,0 days 00:15:59.992432
10952,2022-02-28 13:59:06.549127,2022-02-28 14:18:06.288283,0 days 00:18:59.739156
11150,2022-02-28 20:00:06.311742,2022-02-28 20:15:06.566712,0 days 00:15:00.254970
11151,2022-02-28 20:15:06.567903,2022-03-01 05:47:06.215614,0 days 09:31:59.647711
11174,2022-03-01 06:30:06.248576,2022-03-01 06:47:06.441880,0 days 00:17:00.193304
11220,2022-03-01 08:33:06.707751,2022-03-01 08:49:06.510569,0 days 00:15:59.802818
11224,2022-03-01 09:04:06.135793,2022-03-01 10:00:07.211534,0 days 00:56:01.075741
11233,2022-03-01 10:29:06.793997,2022-03-01 11:00:05.668754,0 days 00:30:58.874757
11239,2022-03-01 11:19:05.988770,2022-03-01 11:48:06.055840,0 days 00:29:00.067070
11258,2022-03-01 12:55:07.257477,2022-03-01 13:18:06.627743,0 days 00:22:59.370266
11280,2022-03-01 14:45:07.665484,2022-03-01 15:51:07.035836,0 days 01:05:59.370352
11296,2022-03-01 16:43:07.010301,2022-03-01 17:00:06.555160,0 days 00:16:59.544859
11300,2022-03-01 17:09:07.101894,2022-03-01 17:29:06.810813,0 days 00:19:59.708919
11304,2022-03-01 17:35:07.215644,2022-03-01 18:02:07.326873,0 days 00:27:00.111229
11308,2022-03-01 18:15:06.853735,2022-03-01 18:30:07.121912,0 days 00:15:00.268177
11313,2022-03-01 18:35:07.165442,2022-03-01 18:54:06.733237,0 days 00:18:59.567795
11320,2022-03-01 19:13:06.527223,2022-03-01 19:29:07.119231,0 days 00:16:00.592008
11336,2022-03-01 20:16:06.839715,2022-03-02 05:47:05.605334,0 days 09:30:58.765619
11401,2022-03-02 08:02:06.205627,2022-03-02 09:45:07.454011,0 days 01:43:01.248384
11447,2022-03-02 12:01:06.588795,2022-03-02 13:02:06.191809,0 days 01:00:59.603014
11449,2022-03-02 13:03:06.677549,2022-03-02 13:30:06.478905,0 days 00:26:59.801356
11451,2022-03-02 13:44:07.299488,2022-03-02 14:02:06.122333,0 days 00:17:58.822845
11452,2022-03-02 14:02:06.124644,2022-03-02 14:29:06.524853,0 days 00:27:00.400209
11453,2022-03-02 14:29:06.526062,2022-03-02 15:02:06.134070,0 days 00:32:59.608008
11463,2022-03-02 15:45:06.656494,2022-03-02 16:51:07.370423,0 days 01:06:00.713929
11470,2022-03-02 17:15:07.271305,2022-03-02 17:48:06.895475,0 days 00:32:59.624170
11474,2022-03-02 17:54:07.196911,2022-03-02 18:10:07.230035,0 days 00:16:00.033124
11476,2022-03-02 18:15:06.878917,2022-03-02 19:45:06.634731,0 days 01:29:59.755814
11477,2022-03-02 19:45:06.635898,2022-03-03 05:47:06.177305,0 days 10:01:59.541407
11536,2022-03-03 07:46:07.632818,2022-03-03 10:20:07.378047,0 days 02:33:59.745229
11538,2022-03-03 10:23:06.679557,2022-03-03 10:45:07.372940,0 days 00:22:00.693383
11540,2022-03-03 10:49:07.086784,2022-03-03 11:29:06.697416,0 days 00:39:59.610632
11570,2022-03-03 12:37:07.073771,2022-03-03 13:02:07.444034,0 days 00:25:00.370263
11575,2022-03-03 13:20:06.912138,2022-03-03 13:59:07.042031,0 days 00:39:00.129893
11576,2022-03-03 13:59:07.043468,2022-03-03 14:17:06.831446,0 days 00:17:59.787978
11577,2022-03-03 14:17:06.832879,2022-03-03 14:34:07.513705,0 days 00:17:00.680826
11584,2022-03-03 14:59:06.541479,2022-03-03 15:17:06.501472,0 days 00:17:59.959993
11587,2022-03-03 15:35:06.666404,2022-03-03 15:55:06.557224,0 days 00:19:59.890820
11598,2022-03-03 16:31:07.503005,2022-03-03 17:20:07.283613,0 days 00:48:59.780608
11603,2022-03-03 17:39:07.130751,2022-03-03 19:03:07.493353,0 days 01:24:00.362602
11613,2022-03-03 19:56:06.638585,2022-03-03 22:51:06.334427,0 days 02:54:59.695842
11618,2022-03-03 22:54:07.437020,2022-03-04 05:45:05.497356,0 days 06:50:58.060336
11669,2022-03-04 07:46:07.499735,2022-03-04 09:37:07.188119,0 days 01:50:59.688384
11686,2022-03-04 10:09:07.616179,2022-03-04 10:26:07.033947,0 days 00:16:59.417768
11701,2022-03-04 11:15:07.499230,2022-03-04 11:46:07.524391,0 days 00:31:00.025161
11703,2022-03-04 11:54:06.905649,2022-03-04 12:44:07.115588,0 days 00:50:00.209939
11705,2022-03-04 12:46:07.084444,2022-03-04 13:03:07.029760,0 days 00:16:59.945316
11712,2022-03-04 13:19:06.854504,2022-03-04 13:47:06.890337,0 days 00:28:00.035833
11742,2022-03-04 16:02:06.054802,2022-03-04 16:43:05.445143,0 days 00:40:59.390341
11816,2022-03-04 19:48:06.866594,2022-03-04 20:15:06.826553,0 days 00:26:59.959959
11817,2022-03-04 20:15:06.827711,2022-03-05 05:45:05.539380,0 days 09:29:58.711669
11846,2022-03-05 06:45:05.735041,2022-03-05 07:00:10.970202,0 days 00:15:05.235161
11976,2022-03-05 13:46:06.979578,2022-03-07 05:47:05.597628,1 days 16:00:58.618050
12002,2022-03-07 06:27:06.133953,2022-03-07 06:46:06.767895,0 days 00:19:00.633942
12099,2022-03-07 09:31:06.564130,2022-03-07 12:25:06.758097,0 days 02:54:00.193967
12128,2022-03-07 14:02:06.952402,2022-03-07 15:02:06.334988,0 days 00:59:59.382586
12211,2022-03-07 19:10:06.582011,2022-03-07 19:30:06.003494,0 days 00:19:59.421483
12232,2022-03-07 20:15:06.488232,2022-03-08 05:45:06.208019,0 days 09:29:59.719787
12300,2022-03-08 07:52:07.271730,2022-03-08 09:02:07.177588,0 days 01:09:59.905858
12314,2022-03-08 09:35:06.679888,2022-03-08 09:52:07.360675,0 days 00:17:00.680787
12321,2022-03-08 10:20:06.510602,2022-03-08 11:44:07.032581,0 days 01:24:00.521979
12322,2022-03-08 11:44:07.034974,2022-03-08 12:02:06.448783,0 days 00:17:59.413809
12333,2022-03-08 13:10:06.800284,2022-03-08 13:26:06.273303,0 days 00:15:59.473019
12384,2022-03-08 16:04:06.704935,2022-03-08 16:29:07.148895,0 days 00:25:00.443960
12394,2022-03-08 16:47:06.728469,2022-03-08 17:08:06.973230,0 days 00:21:00.244761
12426,2022-03-08 18:34:06.631775,2022-03-08 18:51:06.825123,0 days 00:17:00.193348
12431,2022-03-08 19:03:06.469716,2022-03-08 19:30:06.753717,0 days 00:27:00.284001
12441,2022-03-08 20:01:07.006208,2022-03-09 05:47:05.797251,0 days 09:45:58.791043
12493,2022-03-09 07:39:07.167394,2022-03-09 07:59:06.949800,0 days 00:19:59.782406
12495,2022-03-09 08:06:06.906817,2022-03-09 08:26:07.456951,0 days 00:20:00.550134
12499,2022-03-09 08:33:06.828565,2022-03-09 08:49:07.286389,0 days 00:16:00.457824
12518,2022-03-09 09:37:07.108176,2022-03-09 09:54:06.745571,0 days 00:16:59.637395
12526,2022-03-09 10:17:07.524661,2022-03-09 10:34:06.703746,0 days 00:16:59.179085
12541,2022-03-09 11:31:06.928597,2022-03-09 12:32:06.609200,0 days 01:00:59.680603
12543,2022-03-09 12:34:06.671420,2022-03-09 13:13:07.325790,0 days 00:39:00.654370
12544,2022-03-09 13:14:06.844583,2022-03-09 14:20:07.233232,0 days 01:06:00.388649
12548,2022-03-09 14:34:07.277051,2022-03-09 14:55:06.886826,0 days 00:20:59.609775
12549,2022-03-09 14:56:07.377203,2022-03-09 15:15:06.500610,0 days 00:18:59.123407
12551,2022-03-09 15:21:07.050804,2022-03-09 15:50:07.463125,0 days 00:29:00.412321
12555,2022-03-09 15:57:06.717965,2022-03-09 16:14:06.642397,0 days 00:16:59.924432
12607,2022-03-09 20:00:07.581048,2022-03-10 05:45:06.545773,0 days 09:44:58.964725
12667,2022-03-10 08:23:07.426720,2022-03-10 09:33:07.539489,0 days 01:10:00.112769
12669,2022-03-10 09:38:07.576599,2022-03-10 10:07:06.910918,0 days 00:28:59.334319
12671,2022-03-10 10:11:07.808205,2022-03-10 11:06:07.315209,0 days 00:54:59.507004
12701,2022-03-10 12:50:06.985382,2022-03-10 13:18:06.337046,0 days 00:27:59.351664
12708,2022-03-10 13:45:06.394447,2022-03-10 14:00:06.581978,0 days 00:15:00.187531
12717,2022-03-10 14:30:07.514267,2022-03-10 15:18:06.415262,0 days 00:47:58.900995
12737,2022-03-10 16:09:07.134636,2022-03-10 16:44:07.148008,0 days 00:35:00.013372
12785,2022-03-10 19:07:07.906611,2022-03-10 19:24:07.534159,0 days 00:16:59.627548
12787,2022-03-10 19:29:06.771896,2022-03-10 19:44:07.742686,0 days 00:15:00.970790
12796,2022-03-10 20:00:07.505272,2022-03-11 05:47:06.253791,0 days 09:46:58.748519
12882,2022-03-11 08:51:07.170949,2022-03-11 09:14:07.472579,0 days 00:23:00.301630
12890,2022-03-11 10:07:07.156978,2022-03-11 10:50:07.727354,0 days 00:43:00.570376
12892,2022-03-11 11:04:06.828336,2022-03-11 12:03:07.815824,0 days 00:59:00.987488
12902,2022-03-11 12:33:07.020105,2022-03-11 12:57:07.743531,0 days 00:24:00.723426
12903,2022-03-11 12:58:07.720524,2022-03-11 13:14:07.575990,0 days 00:15:59.855466
12907,2022-03-11 13:23:07.672205,2022-03-11 15:02:07.339474,0 days 01:38:59.667269
13003,2022-03-11 20:00:10.745301,2022-03-12 05:46:06.115908,0 days 09:45:55.370607
13083,2022-03-12 09:11:07.365103,2022-03-12 09:29:07.115616,0 days 00:17:59.750513
13087,2022-03-12 09:34:07.596200,2022-03-12 14:02:06.331952,0 days 04:27:58.735752
13089,2022-03-12 14:03:07.230097,2022-03-12 16:29:07.694429,0 days 02:26:00.464332
13090,2022-03-12 16:30:07.763481,2022-03-12 17:00:07.141746,0 days 00:29:59.378265
13091,2022-03-12 17:01:06.512529,2022-03-14 05:46:05.449345,1 days 12:44:58.936816
13185,2022-03-14 09:55:06.759973,2022-03-14 10:10:07.332681,0 days 00:15:00.572708
13187,2022-03-14 10:23:06.961331,2022-03-14 10:59:07.560534,0 days 00:36:00.599203
13189,2022-03-14 11:06:07.032621,2022-03-14 11:26:07.299732,0 days 00:20:00.267111
13190,2022-03-14 11:27:07.053239,2022-03-14 11:48:07.722501,0 days 00:21:00.669262
13197,2022-03-14 12:24:08.715327,2022-03-14 13:51:06.999315,0 days 01:26:58.283988
13201,2022-03-14 14:17:07.138372,2022-03-14 14:46:07.116570,0 days 00:28:59.978198
13210,2022-03-14 15:04:07.496144,2022-03-14 15:24:07.284476,0 days 00:19:59.788332
13212,2022-03-14 15:26:07.018698,2022-03-14 16:19:07.152843,0 days 00:53:00.134145
13214,2022-03-14 16:21:06.777804,2022-03-14 16:54:07.470858,0 days 00:33:00.693054
13228,2022-03-14 17:49:06.968607,2022-03-14 19:46:06.763190,0 days 01:56:59.794583
13230,2022-03-14 19:51:07.112742,2022-03-15 05:45:05.804550,0 days 09:53:58.691808
13234,2022-03-15 05:54:07.525541,2022-03-15 06:16:06.287102,0 days 00:21:58.761561
13319,2022-03-15 10:13:07.064173,2022-03-15 10:30:07.065864,0 days 00:17:00.001691
13337,2022-03-15 11:53:06.846128,2022-03-15 12:15:06.200440,0 days 00:21:59.354312
13341,2022-03-15 12:31:07.669435,2022-03-15 12:46:07.745141,0 days 00:15:00.075706
13505,2022-03-15 19:58:07.204972,2022-03-16 05:46:06.036174,0 days 09:47:58.831202
13513,2022-03-16 05:59:07.602993,2022-03-16 06:18:06.451277,0 days 00:18:58.848284
13596,2022-03-16 09:10:07.740879,2022-03-16 18:10:07.255100,0 days 08:59:59.514221
13598,2022-03-16 18:14:07.048901,2022-03-16 18:50:06.746345,0 days 00:35:59.697444
13600,2022-03-16 18:54:07.588140,2022-03-16 19:34:06.586116,0 days 00:39:58.997976
13604,2022-03-16 19:50:06.771709,2022-03-17 05:45:06.310825,0 days 09:54:59.539116
13611,2022-03-17 05:56:07.221605,2022-03-17 06:17:05.501535,0 days 00:20:58.279930
13660,2022-03-17 07:59:07.227082,2022-03-17 08:28:07.104875,0 days 00:28:59.877793
13676,2022-03-17 09:35:07.105494,2022-03-17 10:34:07.105860,0 days 00:59:00.000366
13680,2022-03-17 10:48:06.809000,2022-03-17 11:16:06.622136,0 days 00:27:59.813136
13684,2022-03-17 11:32:06.991064,2022-03-17 12:01:06.895222,0 days 00:28:59.904158
13690,2022-03-17 12:34:06.997698,2022-03-17 12:59:07.153832,0 days 00:25:00.156134
13692,2022-03-17 13:01:07.527232,2022-03-17 13:32:07.945507,0 days 00:31:00.418275
13698,2022-03-17 13:52:07.434902,2022-03-17 14:14:06.935366,0 days 00:21:59.500464
13700,2022-03-17 14:16:07.252212,2022-03-17 14:32:07.494901,0 days 00:16:00.242689
13710,2022-03-17 15:35:07.379123,2022-03-17 15:59:07.620003,0 days 00:24:00.240880
13716,2022-03-17 16:20:07.733317,2022-03-17 17:05:06.987682,0 days 00:44:59.254365
13720,2022-03-17 17:23:06.878498,2022-03-17 17:56:07.249518,0 days 00:33:00.371020
13722,2022-03-17 18:01:07.789741,2022-03-17 18:26:07.411810,0 days 00:24:59.622069
13747,2022-03-17 19:48:07.151600,2022-03-18 05:45:06.025501,0 days 09:56:58.873901
13852,2022-03-18 09:53:07.721941,2022-03-18 10:17:08.738820,0 days 00:24:01.016879
13869,2022-03-18 11:27:06.898704,2022-03-18 12:15:07.919524,0 days 00:48:01.020820
13871,2022-03-18 12:17:07.595194,2022-03-18 12:46:07.041334,0 days 00:28:59.446140
13885,2022-03-18 13:37:07.205598,2022-03-18 13:52:07.216400,0 days 00:15:00.010802
13997,2022-03-18 19:29:07.014108,2022-03-18 19:47:07.795160,0 days 00:18:00.781052
14000,2022-03-18 20:01:07.481773,2022-03-19 05:48:07.009975,0 days 09:46:59.528202
14001,2022-03-19 05:49:08.038050,2022-03-19 06:16:07.690537,0 days 00:26:59.652487
14045,2022-03-19 07:38:06.879207,2022-03-19 08:01:07.018490,0 days 00:23:00.139283
14047,2022-03-19 08:03:06.839784,2022-03-19 08:45:06.124874,0 days 00:41:59.285090
14049,2022-03-19 08:47:06.761114,2022-03-19 09:14:07.102453,0 days 00:27:00.341339
14073,2022-03-19 11:08:06.996482,2022-03-19 11:44:07.295734,0 days 00:36:00.299252
14075,2022-03-19 11:55:07.515718,2022-03-19 12:14:07.452243,0 days 00:18:59.936525
14081,2022-03-19 13:01:06.757156,2022-03-19 13:21:07.134077,0 days 00:20:00.376921
14083,2022-03-19 13:36:06.915695,2022-03-19 13:53:07.000363,0 days 00:17:00.084668
14086,2022-03-19 14:02:07.069149,2022-03-19 16:29:06.948068,0 days 02:26:59.878919
14089,2022-03-19 16:33:07.256521,2022-03-19 17:02:07.262608,0 days 00:29:00.006087
14092,2022-03-19 17:15:07.632999,2022-03-21 05:45:05.860697,1 days 12:29:58.227698
14147,2022-03-21 08:03:07.211763,2022-03-21 08:30:05.518885,0 days 00:26:58.307122
14149,2022-03-21 08:32:06.613178,2022-03-21 09:01:06.205302,0 days 00:28:59.592124
14153,2022-03-21 09:20:07.398268,2022-03-21 09:37:06.950464,0 days 00:16:59.552196
14155,2022-03-21 09:39:07.183022,2022-03-21 10:16:07.294347,0 days 00:37:00.111325
14160,2022-03-21 10:41:07.478841,2022-03-21 13:05:07.558170,0 days 02:24:00.079329
14164,2022-03-21 13:20:07.572146,2022-03-21 13:37:07.361265,0 days 00:16:59.789119
14165,2022-03-21 13:38:07.289367,2022-03-21 19:46:07.203419,0 days 06:07:59.914052
14167,2022-03-21 19:48:06.810181,2022-03-22 05:45:05.650605,0 days 09:56:58.840424
14172,2022-03-22 05:49:06.729767,2022-03-22 06:16:07.116167,0 days 00:27:00.386400
14219,2022-03-22 07:35:07.435974,2022-03-22 07:55:07.336700,0 days 00:19:59.900726
14220,2022-03-22 07:55:07.337919,2022-03-22 13:46:05.849913,0 days 05:50:58.511994
14223,2022-03-22 13:55:05.893520,2022-03-22 14:36:06.140986,0 days 00:41:00.247466
14224,2022-03-22 14:37:05.558967,2022-03-22 15:01:05.366342,0 days 00:23:59.807375
14226,2022-03-22 15:09:06.154807,2022-03-22 16:11:06.111817,0 days 01:01:59.957010
14228,2022-03-22 16:21:05.690966,2022-03-22 18:25:06.074490,0 days 02:04:00.383524
14229,2022-03-22 18:26:05.601404,2022-03-22 18:45:06.399986,0 days 00:19:00.798582
14233,2022-03-22 19:04:05.282625,2022-03-22 19:26:05.575312,0 days 00:22:00.292687
14234,2022-03-22 19:27:06.047060,2022-03-22 19:53:05.716971,0 days 00:25:59.669911
14236,2022-03-22 19:54:06.148731,2022-03-23 05:45:06.109767,0 days 09:50:59.961036
14303,2022-03-23 08:31:06.000747,2022-03-23 08:54:05.541330,0 days 00:22:59.540583
14305,2022-03-23 09:02:05.729971,2022-03-23 09:46:06.219388,0 days 00:44:00.489417
14306,2022-03-23 09:46:06.220992,2022-03-24 05:45:06.264371,0 days 19:59:00.043379
14361,2022-03-24 07:51:06.010941,2022-03-24 08:27:05.361454,0 days 00:35:59.350513
14364,2022-03-24 08:38:05.308753,2022-03-24 09:15:06.255995,0 days 00:37:00.947242
14366,2022-03-24 09:17:06.087750,2022-03-25 05:45:06.327360,0 days 20:28:00.239610
14367,2022-03-25 05:45:06.328555,2022-03-25 06:13:05.479841,0 days 00:27:59.151286
14388,2022-03-25 07:13:05.417976,2022-03-25 07:34:05.561006,0 days 00:21:00.143030
14390,2022-03-25 07:35:06.129224,2022-03-25 08:36:05.939774,0 days 01:00:59.810550
14391,2022-03-25 08:36:05.941099,2022-03-26 05:45:06.079293,0 days 21:09:00.138194
14393,2022-03-26 05:47:06.100435,2022-03-26 06:12:05.773209,0 days 00:24:59.672774
14406,2022-03-26 06:57:05.932395,2022-03-26 07:14:05.967432,0 days 00:17:00.035037
14407,2022-03-26 07:14:05.968699,2022-03-28 04:45:05.525615,1 days 21:30:59.556916
14415,2022-03-28 05:24:06.085027,2022-03-28 05:49:05.605340,0 days 00:24:59.520313
14419,2022-03-28 05:58:05.332810,2022-03-28 06:15:05.600717,0 days 00:17:00.267907
14426,2022-03-28 06:46:05.721914,2022-03-28 07:03:06.128983,0 days 00:17:00.407069
14427,2022-03-28 07:03:06.130197,2022-03-29 04:45:05.378853,0 days 21:41:59.248656
14430,2022-03-29 04:55:05.408123,2022-03-29 05:12:05.852238,0 days 00:17:00.444115
14431,2022-03-29 05:12:05.853496,2022-03-29 05:28:05.766608,0 days 00:15:59.913112
14432,2022-03-29 05:28:05.768054,2022-03-29 06:10:05.796886,0 days 00:42:00.028832
14434,2022-03-29 06:18:06.099330,2022-03-29 06:45:06.096237,0 days 00:26:59.996907
14450,2022-03-29 07:44:06.379303,2022-03-29 08:04:05.719650,0 days 00:19:59.340347
14453,2022-03-29 08:17:05.478796,2022-03-29 18:22:05.769905,0 days 10:05:00.291109
14469,2022-03-29 19:15:05.676117,2022-03-30 04:45:05.609864,0 days 09:29:59.933747
14475,2022-03-30 05:10:05.477216,2022-03-30 06:06:06.242040,0 days 00:56:00.764824
14915,2022-03-30 19:10:05.690221,2022-03-31 04:45:05.505008,0 days 09:34:59.814787
14916,2022-03-31 04:45:05.506198,2022-03-31 05:15:06.255926,0 days 00:30:00.749728
15149,2022-03-31 11:22:06.066036,2022-03-31 11:38:05.978567,0 days 00:15:59.912531
15345,2022-03-31 19:11:05.635611,2022-04-01 04:45:05.750984,0 days 09:34:00.115373
15624,2022-04-01 13:10:06.083615,2022-04-01 14:44:06.234722,0 days 01:34:00.151107
15636,2022-04-01 15:27:05.630146,2022-04-01 15:58:06.516933,0 days 00:31:00.886787
15724,2022-04-01 19:15:05.921058,2022-04-02 04:45:06.121514,0 days 09:30:00.200456
16309,2022-04-02 16:16:06.144127,2022-04-04 04:45:06.341724,1 days 12:29:00.197597
16455,2022-04-04 10:22:06.138664,2022-04-04 14:01:06.441225,0 days 03:39:00.302561
16461,2022-04-04 14:27:06.390669,2022-04-04 14:54:06.058070,0 days 00:26:59.667401
16496,2022-04-04 16:43:05.814873,2022-04-04 17:22:05.601011,0 days 00:38:59.786138
16546,2022-04-04 19:15:05.406142,2022-04-05 04:45:06.163685,0 days 09:30:00.757543
16654,2022-04-05 07:38:05.699884,2022-04-05 08:36:05.589044,0 days 00:57:59.889160
16656,2022-04-05 08:46:05.496253,2022-04-05 09:43:06.447289,0 days 00:57:00.951036
16659,2022-04-05 10:01:06.200682,2022-04-05 11:37:06.001765,0 days 01:35:59.801083
16660,2022-04-05 11:37:06.004307,2022-04-06 04:46:05.549422,0 days 17:08:59.545115
16759,2022-04-06 08:26:06.111433,2022-04-06 18:47:06.214604,0 days 10:21:00.103171
16765,2022-04-06 19:13:05.975302,2022-04-07 04:45:06.336848,0 days 09:32:00.361546
16774,2022-04-07 05:30:06.553549,2022-04-07 05:53:05.909847,0 days 00:22:59.356298
16778,2022-04-07 06:04:05.625032,2022-04-07 07:08:05.528074,0 days 01:03:59.903042
16779,2022-04-07 07:08:05.529416,2022-04-07 07:23:06.490329,0 days 00:15:00.960913
16840,2022-04-07 09:54:05.855653,2022-04-07 17:27:05.943794,0 days 07:33:00.088141
16870,2022-04-07 18:55:06.539717,2022-04-07 19:15:06.142187,0 days 00:19:59.602470
16871,2022-04-07 19:15:06.143867,2022-04-08 04:45:06.189432,0 days 09:30:00.045565
16913,2022-04-08 06:50:06.041941,2022-04-08 08:00:06.019882,0 days 01:09:59.977941
17006,2022-04-08 11:12:06.412439,2022-04-08 13:46:05.885831,0 days 02:33:59.473392
17083,2022-04-08 17:18:05.659030,2022-04-08 17:33:06.266949,0 days 00:15:00.607919
17121,2022-04-08 18:49:05.299326,2022-04-08 19:15:05.983183,0 days 00:26:00.683857
17122,2022-04-08 19:15:05.984418,2022-04-09 04:45:05.665853,0 days 09:29:59.681435
17123,2022-04-09 04:45:05.667006,2022-04-09 05:16:06.027483,0 days 00:31:00.360477
17523,2022-04-09 16:15:05.988513,2022-04-11 04:45:05.756217,1 days 12:29:59.767704
17529,2022-04-11 04:55:06.305501,2022-04-11 05:13:05.768618,0 days 00:17:59.463117
17615,2022-04-11 07:22:06.181123,2022-04-11 07:38:05.814684,0 days 00:15:59.633561
17681,2022-04-11 10:04:06.147381,2022-04-11 10:19:06.157345,0 days 00:15:00.009964
